사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2019-05,8호선,2819,문정,5,0,"2,566","2,342","7,641","10,588","27,844","39,645","36,512","171,636","23,644","77,132","18,839","27,056","19,480","22,288","21,057","19,244","24,151","23,997","26,684","20,220","29,575","21,453","30,679","21,014","50,644","26,455","127,471","34,414","47,704","29,755","30,799","18,130","28,586","15,682","23,884","16,254","8,203","9,055","1,201","3,180",1,0,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2820,장지,0,0,"6,050","1,979","19,461","10,388","58,622","22,651","68,431","59,686","40,652","39,678","25,792","24,732","22,827","25,493","25,379","29,569","27,669","27,801","25,714","27,960","29,239","30,989","37,475","32,927","42,564","40,935","62,366","59,211","37,107","49,039","27,815","28,793","29,935","27,798","21,398","25,660","6,332","16,187","1,122","5,302",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2821,복정,7,0,"4,670","2,193","13,548","10,083","39,555","13,495","49,750","26,654","30,340","21,975","18,099","13,064","15,618","9,893","17,512","12,886","17,018","12,119","16,385","12,442","17,973","14,041","23,453","17,128","31,482","22,705","33,428","34,868","18,202","31,652","12,904","20,997","10,964","19,155","10,321","17,541","3,861","8,606",673,"2,015",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2822,산성,28,0,"5,258","1,656","8,531","7,822","22,936","5,122","29,592","15,631","16,566","7,932","9,999","7,568","9,159","5,898","10,243","5,880","9,278","6,407","8,981","7,231","9,727","8,874","13,068","10,543","16,946","13,396","9,831","20,387","5,850","18,249","4,174","12,682","3,310","13,044","2,107","13,187",905,"7,230",177,"2,283",0,21,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2823,남한산성입구(성남법원.검찰청),20,0,"11,141","1,212","23,388","6,452","60,040","12,409","78,216","39,277","41,350","34,174","25,721","20,381","23,093","13,675","25,205","16,222","22,706","19,865","20,254","15,892","23,160","20,130","27,478","23,956","31,574","31,116","31,722","46,737","16,330","43,118","10,929","27,476","8,163","28,616","6,321","29,113","2,807","17,933",491,"5,690",0,46,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2824,단대오거리,20,0,"10,078","1,666","17,316","6,255","43,492","12,705","52,615","25,750","29,798","15,007","19,921","11,108","18,336","9,543","20,213","11,990","19,422","12,452","16,602","14,242","17,825","17,095","20,561","23,048","23,013","25,695","27,658","40,112","14,997","36,792","10,113","24,826","8,607","23,224","6,814","22,480","3,184","14,850",612,"4,349",2,186,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2825,신흥,0,0,"4,489",612,"6,765","2,551","14,827","3,384","18,995","6,715","12,218","5,947","8,347","5,394","7,947","6,003","7,921","7,715","7,911","9,064","8,054","9,776","8,751","10,412","9,762","12,952","10,254","13,729","9,657","19,212","6,662","16,921","5,278","11,133","4,515","10,177","3,581","8,541","1,662","5,483",344,"1,817",1,238,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2826,수진,0,0,"4,145",492,"7,126","3,191","16,499","5,647","23,044","15,033","14,140","8,381","10,397","6,543","9,762","7,653","10,599","6,826","10,484","9,894","9,472","9,740","10,409","9,764","12,765","9,895","12,526","11,245","10,614","16,353","6,758","14,913","5,380","9,459","5,134","8,950","3,601","8,492","1,728","5,469",255,"1,799",1,310,0,0,0,0,2019-06-03 10:56:25
2019-05,8호선,2827,모란,8,1,"2,232",581,"3,465","3,193","11,025","5,426","14,262","9,704","8,628","6,468","7,492","6,208","8,104","7,141","9,732","6,888","10,641","7,539","10,463","7,155","10,926","7,976","13,020","8,084","12,717","8,850","13,137","10,621","8,506","7,801","5,532","5,427","5,261","5,266","4,704","4,517","2,457","2,900",690,"1,499",1,499,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4101,개화,4,0,"3,471",315,"17,021","3,852","45,326","5,116","34,231","8,407","19,354","4,851","13,945","3,848","10,121","4,159","8,654","4,427","7,802","4,899","6,863","5,778","7,375","7,680","8,488","8,760","12,435","10,333","12,008","17,467","6,149","21,259","3,993","12,020","2,808","9,246","1,367","9,796",644,"5,666",201,"1,827",0,100,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4102,김포공항,11,0,"2,331","3,033","5,321","17,994","14,753","22,227","15,621","23,446","13,212","21,709","12,767","20,692","14,288","22,759","14,148","24,059","16,198","27,342","19,174","24,785","21,956","22,255","19,341","26,835","24,273","31,614","29,350","34,970","22,102","23,359","19,771","11,255","18,949","7,147","17,479","6,198","5,276","3,858",223,"1,973",1,100,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4103,공항시장,25,0,"3,169",294,"5,175","1,485","9,451","2,287","10,978","4,059","7,286","4,154","5,376","3,618","4,816","3,731","5,638","3,873","5,665","4,408","4,855","4,826","4,895","5,525","4,960","7,192","5,257","8,255","4,986","10,986","3,339","11,030","2,947","7,372","2,425","6,982","1,763","7,029","1,072","5,037",179,"1,893",0,132,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4104,신방화,8,0,"5,065",750,"14,179","2,635","32,131","6,307","31,530","12,690","18,216","7,261","13,076","6,051","11,456","6,505","12,016","7,730","11,330","8,499","9,801","9,653","10,538","11,869","13,107","13,608","10,489","16,000","11,880","25,984","6,926","25,946","5,543","16,062","4,689","14,194","3,523","14,623","1,495","10,050",296,"3,928",0,41,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4105,마곡나루,16,0,"4,352",707,"10,429","5,322","30,146","12,424","30,528","32,148","16,588","18,946","12,493","12,296","12,545","10,633","14,416","11,835","15,007","12,233","14,607","12,831","15,964","13,147","17,748","14,137","24,573","19,922","34,156","30,772","16,842","29,922","13,491","19,653","13,376","18,697","11,489","18,926","5,549","12,205",911,"4,671",0,228,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4106,양천향교,2,0,"5,107",943,"10,765","11,067","30,119","10,570","30,615","31,541","18,505","15,037","12,968","9,628","12,668","9,141","14,376","10,288","14,324","10,343","13,596","11,707","14,304","11,974","18,041","12,804","21,879","17,219","27,661","24,424","12,758","26,291","8,313","17,702","7,431","17,667","5,436","17,443","2,495","12,185",507,"4,039",1,122,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4107,가양,56,0,"15,827","1,869","29,954","9,295","85,899","27,235","88,209","43,694","49,985","26,503","36,950","20,472","34,306","19,174","34,857","20,682","32,972","27,199","29,298","27,327","30,572","30,823","34,080","38,202","41,986","45,268","46,852","69,349","24,634","71,811","17,972","45,632","15,959","40,448","12,111","41,874","5,108","28,864",892,"9,178",0,337,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4108,증미,2,0,"2,610",810,"8,094","2,570","21,408","6,786","21,900","33,515","12,205","12,965","10,345","7,958","9,817","7,926","10,127","7,811","10,459","9,191","10,027","10,202","10,824","10,941","10,869","12,047","13,995","12,629","30,904","20,927","10,640","18,996","7,372","11,282","6,416","9,972","4,668","9,366","1,790","7,198",283,"2,112",0,26,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4109,등촌,6,0,"5,433","1,031","14,670","4,504","39,300","7,613","44,726","19,375","25,201","13,218","18,894","10,962","18,510","9,981","18,333","13,100","17,353","14,299","15,958","15,568","15,475","18,405","17,372","20,806","18,454","23,879","19,438","39,120","10,505","37,238","8,312","21,116","7,050","20,377","5,671","18,225","2,904","11,770",623,"3,740",0,6,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4110,염창,26,0,"12,535",649,"29,492","5,566","82,387","9,013","91,209","23,250","49,307","13,957","31,678","11,782","27,264","11,703","27,082","15,123","25,245","17,036","20,756","19,102","19,254","24,559","20,542","28,654","23,858","39,806","27,874","68,226","15,331","68,404","11,971","43,025","10,771","40,081","8,667","42,272","4,264","29,316",809,"9,775",0,"1,158",0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4111,신목동,1,0,"2,232",301,"7,422","2,071","21,414","3,279","20,016","5,536","10,889","4,319","7,196","3,201","6,271","3,193","6,440","4,124","5,994","5,047","5,230","5,304","5,303","5,788","6,258","6,641","7,665","8,821","7,100","14,064","3,590","12,506","2,886","8,169","2,415","7,545","2,226","9,172",941,"5,860",229,"2,006",1,225,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4112,선유도,0,0,"2,416","1,096","5,823","4,500","19,454","10,768","20,182","35,785","10,928","16,580","8,462","7,425","9,108","7,586","9,464","7,588","9,502","9,073","9,162","8,590","9,627","9,085","12,079","10,849","17,690","11,530","34,071","18,245","13,649","16,128","8,140","9,594","7,178","8,651","5,677","8,972","2,464","6,079",437,"1,869",1,144,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4113,당산,25,0,"8,563","1,986","20,785","8,402","55,226","16,904","68,383","43,392","41,945","25,992","31,554","18,118","30,396","20,053","31,995","21,852","31,018","24,093","28,134","25,537","27,787","28,216","30,552","31,956","39,009","44,476","51,190","66,657","29,615","58,071","24,299","38,895","22,553","38,916","19,801","39,892","10,547","25,495","1,816","7,526",1,262,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4114,국회의사당,7,0,"1,354","1,897","2,242","11,574","4,347","46,034","7,809","146,913","8,878","60,104","10,183","29,415","15,648","21,592","20,007","21,009","21,149","22,775","24,914","18,275","26,806","15,448","32,443","13,155","55,439","15,774","118,967","16,546","42,840","10,303","27,381","6,184","29,872","5,087","19,995","4,482","7,087","3,044","1,044","1,202",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4115,여의도,13,0,"2,445","2,250","4,956","24,662","10,293","118,328","13,398","157,640","13,426","59,754","15,242","28,002","21,197","26,713","22,229","25,159","26,532","29,388","27,970","24,705","32,329","22,822","41,167","24,280","101,086","25,489","142,730","31,040","63,902","23,161","46,869","12,376","45,390","10,343","30,151","10,730","11,163","6,088","1,767","2,653",1,290,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4116,샛강,15,0,"1,043",942,"2,304","4,619","4,845","13,296","6,223","24,541","5,554","14,151","5,081","8,985","6,014","7,839","6,912","6,914","7,853","7,420","8,311","8,036","9,660","7,741","10,246","7,699","16,203","9,555","26,191","12,350","10,994","9,757","9,664","5,100","8,466","4,094","6,530","3,812","3,541","2,402",789,"1,060",0,70,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4117,노량진,270,7,"16,356","2,641","25,623","22,915","67,506","62,049","100,457","82,908","57,462","49,836","37,138","35,142","35,572","35,961","41,848","42,641","47,927","45,765","42,609","39,673","42,417","42,544","47,072","50,109","57,399","68,222","74,848","98,234","43,031","76,993","41,499","50,382","52,110","50,247","69,500","49,964","20,745","32,171","2,250","9,402",2,331,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4118,노들,26,0,"3,805",310,"6,231","1,508","18,668","3,282","21,283","4,890","12,919","5,434","9,099","4,656","8,192","4,237","8,423","4,502","8,487","5,860","6,846","6,056","6,296","7,138","7,172","8,541","7,859","9,474","7,795","15,475","4,706","13,625","3,475","8,687","3,393","8,209","2,945","8,562","1,048","5,297",244,"1,564",0,42,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4119,흑석(중앙대입구),5,0,"4,342","1,109","6,842","5,886","20,340","12,726","25,209","32,793","17,705","21,574","14,995","22,493","15,515","17,494","17,871","18,596","18,715","18,149","19,049","17,830","23,150","17,222","26,246","18,263","33,809","24,496","30,752","33,691","18,763","28,087","16,610","17,891","16,993","16,455","16,811","17,045","10,284","12,607","2,311","4,201",9,105,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4120,동작(현충원),6,0,"1,105",329,"2,070","1,684","5,835","1,837","7,681","5,817","4,646","7,246","3,983","3,937","7,719","2,925","5,383","3,638","4,446","4,935","5,595","3,406","7,223","2,991","5,831","2,748","5,566","3,235","5,156","4,511","2,574","3,741","1,972","2,453","1,744","2,507","1,335","2,662",789,"1,612",150,"1,543",2,320,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4121,구반포,4,0,773,164,"2,042","2,225","5,477","3,558","6,530","7,434","5,033","6,340","4,590","5,667","4,572","5,717","5,229","5,979","6,452","6,895","6,956","6,345","6,451","5,977","7,081","7,097","7,107","7,707","9,656","9,380","6,246","8,164","4,583","4,674","4,696","3,854","4,575","3,993","1,113","2,502",164,871,0,37,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4122,신반포,3,0,547,263,"2,106","3,382","6,087","8,023","8,261","8,971","6,828","7,311","5,065","5,946","4,813","5,177","5,785","4,743","6,653","6,338","5,835","6,867","7,256","6,952","9,434","7,523","9,130","7,707","10,101","9,669","6,676","8,629","5,408","4,685","5,446","4,065","3,478","4,107","1,496","2,669",190,819,1,27,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4123,고속터미널,4,0,"2,614","1,714","5,594","17,262","16,418","24,734","21,482","32,163","17,580","35,887","15,490","40,023","18,001","45,844","22,465","45,484","25,811","47,248","28,149","51,514","33,023","54,257","37,407","56,238","41,159","59,532","42,489","67,072","37,806","50,049","36,331","32,383","32,454","26,438","25,086","23,091","10,506","12,471","1,463","2,725",0,43,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4124,사평,1,0,825,130,"3,300","1,887","10,422","4,690","12,059","6,662","8,086","3,758","5,635","2,941","5,211","2,719","5,571","4,214","5,425","5,347","4,576","4,958","5,255","6,445","7,678","6,339","7,938","7,544","7,982","10,646","5,058","8,856","3,248","5,978","2,365","5,827","1,927","5,692",697,"2,977",139,"1,292",0,25,0,0,0,0,2019-06-03 10:56:25
2019-05,9호선,4125,신논현,6,0,"6,392","1,857","16,573","17,453","35,943","49,961","48,509","107,862","36,155","95,896","30,984","54,736","34,362","44,936","40,445","47,277","46,315","51,428","48,602","50,490","54,507","49,865","61,744","51,541","82,248","70,132","119,562","107,948","87,887","86,003","68,131","43,917","75,523","38,427","75,359","32,199","39,797","20,637","7,080","5,572",7,485,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4201,서울역,235,2,"5,886","1,512","7,067","14,970","14,821","21,519","21,942","30,321","20,651","26,435","21,740","22,679","27,779","22,041","29,142","23,505","29,318","20,084","21,639","21,738","32,236","21,027","32,277","23,719","34,846","22,554","37,838","26,178","30,575","22,337","22,871","16,977","22,706","14,540","17,067","12,040","9,580","6,582",173,"3,003",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4202,공덕,72,0,"1,949",159,"2,805","1,300","6,423","3,266","6,548","10,310","4,309","5,425","3,257","3,317","3,269","3,307","3,444","3,578","3,358","4,134","2,981","3,716","3,116","4,295","3,493","5,048","4,491","6,775","9,089","11,768","4,743","8,471","3,384","5,458","3,475","5,770","2,569","6,070","1,614","4,320",95,"1,648",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4203,홍대입구,216,4,"5,557",608,"7,131","3,580","13,257","9,478","16,182","24,419","15,414","23,846","16,414","18,210","16,383","19,028","16,473","24,114","17,278","24,312","18,844","24,235","20,962","23,956","24,744","25,593","30,103","30,705","36,928","40,705","30,413","32,022","27,907","19,561","34,559","16,519","35,445","14,491","18,306","12,811","1,687","3,446",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4204,디지털미디어시티,77,4,"3,612",890,"6,932","6,894","18,441","24,718","19,934","91,647","12,788","42,023","9,419","17,610","10,640","14,107","12,164","14,878","13,557","16,058","13,921","13,148","16,550","12,848","19,629","12,906","36,670","14,973","91,669","21,977","38,686","16,635","27,068","10,439","26,703","8,740","24,013","8,425","8,786","5,811",965,"2,635",0,4,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4206,마곡나루,9,3,"1,173",543,"2,852","5,365","8,136","14,056","10,274","39,494","5,819","14,838","3,771","6,564","4,203","4,728","5,270","4,622","5,526","5,311","5,236","4,979","6,711","4,771","10,014","4,909","32,212","5,963","32,499","10,061","12,753","7,841","7,768","4,780","6,246","4,816","4,671","5,061","1,935","3,051",319,"2,168",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4207,김포공항,20,0,"2,215","2,031","4,493","12,574","9,677","24,300","15,599","23,156","17,775","12,964","18,264","11,187","19,991","11,893","17,875","13,418","21,640","13,928","22,476","12,335","22,955","10,976","17,919","13,591","25,206","15,434","33,065","16,475","22,657","10,548","18,156","5,396","20,088","3,854","18,056","3,333","6,511","2,128",203,"1,056",1,34,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4208,계양,13,0,"10,362",840,"25,663","3,618","71,450","5,232","59,146","7,418","33,622","6,708","22,698","5,003","19,826","5,698","17,985","7,074","15,582","8,924","12,716","11,750","11,722","15,083","13,092","19,627","13,449","26,505","11,782","44,622","7,407","49,718","5,392","31,588","4,371","27,754","3,288","31,072","1,580","19,268",329,"5,170",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4209,검암,"1,791",1,"10,374",682,"19,794","3,417","47,256","8,928","34,589","15,946","17,707","7,090","13,087","5,282","13,076","4,914","12,873","6,502","10,312","7,308","9,239","8,653","8,787","9,595","9,796","13,147","12,674","16,924","16,353","30,100","7,322","34,981","5,723","22,222","5,009","18,636","3,705","20,965","1,671","14,168",307,"8,285",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4210,청라국제도시,191,0,"4,718",308,"18,714","3,582","36,028","7,852","21,396","19,023","13,542","5,237","10,592","3,555","10,164","3,474","9,174","4,454","7,944","5,786","6,969","6,183","7,309","7,617","8,850","10,521","12,681","13,260","20,287","20,850","6,247","26,714","4,901","15,815","4,117","15,138","3,148","15,219","1,235","11,331",199,"3,241",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,공항철도 1호선,4211,운서,77,2,"9,207",681,"12,309","7,560","20,857","11,638","19,650","15,925","12,218","11,450","11,812","6,909","13,438","6,637","13,582","7,123","11,019","8,388","10,511","8,872","10,971","12,289","13,762","13,158","17,645","15,234","15,599","22,086","8,822","19,206","8,623","15,848","8,178","17,206","6,559","17,919","3,144","13,280",396,"4,770",0,0,0,0,0,0,2019-06-03 10:56:25
