사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2019-05,일산선,1954,백석,60,3,"4,714","2,342","12,015","8,022","26,952","14,782","29,743","31,798","22,304","20,862","19,834","17,692","20,225","16,819","20,929","18,305","21,241","20,795","20,769","20,731","23,545","22,024","23,954","23,914","28,975","27,352","33,367","31,812","19,940","32,715","15,842","19,568","16,179","16,294","11,998","15,054","4,672","10,688",786,"4,096",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,일산선,1955,마두,25,1,"3,514","1,909","11,036","6,191","20,121","9,365","19,946","25,332","16,956","19,161","17,030","15,006","16,574","17,145","16,378","14,576","16,525","18,370","16,874","18,124","18,626","17,965","20,248","17,638","21,086","18,069","25,023","22,273","12,816","21,296","9,701","13,193","7,850","11,089","6,887","10,825","1,899","7,804",318,"3,245",1,7,0,0,0,0,2019-06-03 10:56:25
2019-05,일산선,1956,정발산,92,0,"2,500","1,055","5,666","3,940","9,844","7,772","11,932","24,792","10,664","28,088","10,559","29,157","13,729","31,970","17,231","27,874","21,001","29,673","26,569","25,318","32,649","23,663","34,673","23,072","34,243","22,128","38,787","26,109","23,673","23,219","21,686","12,789","15,901","9,204","12,750","7,874","5,067","5,672",888,"2,264",0,52,0,0,0,0,2019-06-03 10:56:25
2019-05,일산선,1957,주엽,80,1,"5,772","1,400","18,504","5,248","30,593","10,004","31,872","19,553","25,135","16,317","21,561","14,701","20,513","15,343","20,168","15,563","19,163","20,096","18,094","18,701","18,951","23,267","21,349","23,131","20,680","26,108","19,578","29,683","11,032","32,383","9,281","19,194","7,317","16,661","6,893","15,145","1,630","10,740",243,"4,373",4,529,0,0,0,0,2019-06-03 10:56:25
2019-05,일산선,1958,대화,160,0,"7,286","1,715","31,208","7,078","78,733","17,363","56,634","27,163","39,823","21,799","31,202","19,143","27,724","17,922","27,157","20,659","26,143","21,536","24,921","20,251","28,007","23,376","32,660","21,596","36,183","29,954","33,543","34,459","17,347","38,104","11,982","26,488","10,126","23,553","6,251","23,698","2,373","16,846",413,"7,231",4,"1,325",0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1015,회기,874,8,"14,281","4,326","24,766","18,000","67,693","37,334","86,586","85,089","57,444","59,521","46,172","54,112","46,058","46,180","53,095","45,270","55,916","49,118","53,138","47,451","62,771","45,070","71,669","49,600","83,368","69,464","81,504","95,185","49,037","80,820","43,060","51,344","45,739","55,177","48,321","53,247","29,535","39,925","2,106","11,601",0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1201,중랑,89,1,"7,275",497,"10,085","2,761","27,792","4,310","25,816","7,820","15,405","6,010","12,167","5,818","9,815","5,814","10,421","6,851","10,171","7,569","8,916","9,096","8,714","11,022","8,797","12,902","8,626","15,524","9,698","23,315","6,429","21,555","4,942","12,714","4,055","10,987","3,199","11,250","1,576","6,585",122,"1,583",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1202,상봉(시외버스터미널),734,7,"7,378",779,"9,379","3,138","24,259","5,866","27,242","10,028","15,801","7,327","11,654","6,061","9,672","6,996","10,072","7,754","9,335","8,927","9,186","8,498","8,629","10,625","9,926","12,314","10,838","16,684","12,308","22,302","7,884","23,128","7,398","13,114","5,966","11,636","5,089","12,446","1,928","7,610",328,"2,567",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1203,망우,337,4,"8,936",805,"14,119","3,756","34,446","6,354","31,056","16,540","19,847","11,662","15,426","10,875","13,506","10,948","14,967","12,309","15,170","13,086","13,839","13,993","13,275","15,774","15,192","19,051","15,145","22,522","16,357","29,187","11,391","28,730","8,230","15,345","6,711","12,702","5,216","13,199","2,231","8,831",150,"2,209",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1204,양원,37,0,"1,592",219,"2,644","2,029","6,857","11,792","4,865","5,449","3,765","2,947","2,998","2,820","3,121","2,436","3,366","2,097","3,447","3,211","3,010","2,820","4,128","2,752","7,226","3,167","4,534","3,492","3,515","4,318","1,992","4,229","1,432","2,960","1,062","1,878",887,"2,049",204,"1,367",11,343,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1205,구리,750,2,"10,298","2,461","22,715","8,208","67,310","14,869","57,740","24,858","33,871","22,989","25,688","17,923","24,976","17,015","25,256","17,261","23,888","22,739","21,613","23,077","22,459","24,614","25,723","32,637","28,894","40,406","28,105","55,314","18,143","54,310","16,303","32,847","11,101","26,805","9,837","28,325","3,542","19,573",283,"5,197",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1206,도농,755,11,"7,427","1,057","19,054","5,728","51,852","10,620","47,494","15,737","27,440","7,839","20,187","6,771","17,974","7,483","16,476","8,162","14,447","9,539","12,263","12,486","12,113","12,307","16,099","20,598","18,814","21,990","15,005","33,083","8,259","33,332","5,778","20,932","4,304","18,868","3,457","18,255","1,399","13,079",179,"5,599",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1207,양정,98,0,403,258,"1,007","1,256","3,009","3,118","2,474","3,909","1,550","1,654","1,362","1,300","1,326","1,174","1,368",770,"1,585","1,243","1,625","1,079","1,590","1,004","2,446","1,346","3,639","1,404","4,069","1,968","1,650","1,577",812,"1,023",584,806,252,832,118,553,17,203,0,1,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1208,덕소,"1,611",1,"3,809",769,"11,308","2,201","30,400","4,844","29,909","8,504","18,106","6,619","14,519","6,607","12,387","6,677","11,409","6,867","11,428","10,152","9,782","8,228","9,637","12,497","9,713","14,914","9,828","17,778","9,511","22,111","6,052","25,503","4,746","15,855","3,779","12,329","3,162","13,695","1,279","10,117",251,"4,198",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1209,도심,1,0,"2,047",599,"6,336","1,404","17,212","2,399","13,392","5,937","8,145","2,248","5,759","2,120","4,732","2,595","4,556","2,448","4,471","2,415","3,395","2,853","3,477","4,962","3,873","3,850","4,546","6,296","4,236","8,046","2,264","8,085","1,807","4,410","1,308","4,544","1,004","5,432",447,"3,415",94,"1,167",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1210,팔당,1,0,274,114,766,680,"1,836","1,302","1,935","2,385","1,455","5,072","1,411","4,014","1,445","4,042","1,402","3,158","1,954","1,934","2,630","2,248","3,260","2,087","3,548","2,018","3,802","2,119","3,391","2,329","2,856","1,657","2,101",948,"2,083",782,"1,125",691,244,355,23,117,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1211,운길산,1,0,281,144,945,726,"2,040","1,214","2,482","2,231","1,364","3,629","1,367","4,644","1,573","3,714","1,661","2,666","2,367","1,511","3,209","1,811","3,764","1,436","3,795","1,601","3,457","1,316","2,512","1,471","1,480","1,472","1,068",957,653,889,274,904,90,561,3,241,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1212,양수,0,0,922,257,"2,694","1,266","7,898","2,959","5,048","4,088","4,743","5,039","4,296","5,724","3,763","5,413","3,738","4,680","4,510","4,303","5,157","4,329","6,106","3,909","7,455","4,831","6,158","5,302","4,880","4,929","2,986","4,930","2,634","4,434","1,554","3,512",729,"3,584",256,"1,520",21,914,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1213,신원,1,1,209,9,189,165,617,415,528,562,448,717,398,650,527,563,518,398,629,382,686,378,993,336,969,432,773,381,660,411,310,312,257,315,75,289,54,210,26,116,3,72,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1214,국수,0,0,594,39,"1,517",331,"2,864",733,"2,579","3,295","2,139","1,548","1,565","1,921","1,579","1,906","1,436","1,404","1,561","1,305","1,990","1,189","2,717","1,516","3,376","1,890","2,203","1,648","1,314","2,268",832,"1,846",621,"1,878",437,"1,292",153,"1,263",64,903,11,369,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1215,아신,11,0,522,88,908,415,"2,821",847,"1,991","2,648","1,768","1,272","1,571","1,553","1,499","1,797","1,454","1,250","1,512","1,390","1,641","1,321","1,976","1,682","2,293","1,058","1,943","2,013","1,630","2,212","1,459","1,833",914,"1,341",608,"1,334",346,"1,448",97,955,69,408,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1216,오빈,0,0,268,8,519,315,"1,171",263,"1,156",755,"1,056",577,838,677,712,656,796,538,699,498,660,419,749,826,760,538,836,"1,016",592,"1,118",325,794,223,624,164,661,54,566,16,366,2,164,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1217,양평,36,0,"1,823",137,"3,469","2,312","11,872","4,757","7,426","9,078","6,674","6,932","7,448","6,992","6,738","8,716","8,208","7,344","7,761","5,722","8,153","7,103","8,772","7,255","8,155","7,377","8,788","10,637","8,382","8,339","4,991","7,618","4,026","7,142","3,499","4,335","2,494","3,718",962,"5,525",149,"1,994",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1218,원덕,56,6,335,4,630,151,"1,291",624,"1,513",973,"1,275",975,"1,158",955,798,"1,278",912,896,952,501,"1,057",833,"1,115",834,"1,242",886,997,"1,187",893,"1,132",570,784,370,820,177,946,76,570,33,452,9,289,0,3,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1219,용문,329,6,"1,321",11,"3,314",747,"4,847","2,855","6,109","6,048","4,475","4,858","4,800","8,195","4,154","16,630","6,448","14,038","8,377","6,430","10,779","7,443","13,715","6,310","14,554","4,677","9,443","6,103","6,235","5,425","3,578","3,662","2,252","4,273","1,284","2,572",649,"2,781",169,"2,263",5,"1,146",0,29,0,0,0,0,2019-06-03 10:56:25
2019-05,중앙선,1220,지평,0,0,0,0,0,0,371,418,320,156,1,0,408,520,0,4,1,0,1,0,0,0,13,0,906,498,1,5,54,93,146,203,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,장항선,1401,봉명,7,0,"1,028",390,"1,902","1,134","3,081","4,323","3,704","4,050","3,507","3,882","2,973","1,846","3,147","3,226","3,072","1,580","2,447","2,954","2,743","2,048","2,821","2,599","3,159","2,012","3,609","1,998","2,405","3,610","1,621","2,416","1,493","1,588","1,043","1,299",734,"1,425",404,866,67,514,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,장항선,1402,쌍용(나사렛대),7,0,"1,820",245,"4,697",749,"9,956","2,516","9,130","7,658","7,207","5,764","4,193","4,045","4,826","5,205","4,681","5,396","5,382","5,234","3,901","2,844","6,646","5,332","5,943","4,520","7,000","6,838","6,303","7,852","3,622","6,941","4,088","4,805","2,986","3,706","2,169","3,802","1,088","3,446",274,"1,617",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,장항선,1403,아산,11,0,795,814,"2,433","3,188","8,943","5,368","6,577","6,834","6,601","6,946","4,397","6,596","5,233","6,902","5,873","4,635","5,658","7,582","6,531","3,781","9,231","7,186","7,490","3,551","9,699","10,184","11,404","7,447","8,643","7,579","6,509","5,802","7,261","3,779","4,957","3,404","3,099","2,754",799,"1,213",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,장항선,1405,배방,5,0,887,126,"1,668",743,"4,321","1,259","3,457","2,059","3,464","1,446","1,847","1,493","1,827","2,163","1,907","1,294","1,921","2,172","1,743","1,250","1,948","2,761","1,860","1,694","2,601","3,924","2,630","3,101","1,582","2,744","1,281","2,753","1,150","1,647",683,"1,473",490,"1,926",165,810,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,장항선,1407,온양온천,11,0,"2,418",843,"5,479","3,339","11,848","5,692","14,123","9,460","12,493","8,949","9,006","11,845","10,388","14,685","12,702","11,825","11,740","10,019","14,609","10,452","10,884","10,749","12,143","10,119","10,072","10,671","10,291","14,164","6,042","8,711","4,723","9,039","3,489","6,519","2,431","4,551","1,427","5,246",320,"2,047",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,장항선,1408,신창(순천향대),35,0,989,176,"1,371",580,"3,173","3,576","2,603","14,164","3,385","10,477","2,696","6,357","4,255","4,000","6,596","5,124","4,223","2,928","8,416","4,113","6,512","2,534","14,306","3,724","9,689","3,237","10,151","4,734","4,838","3,888","4,097","4,438","3,138","4,209","2,756","4,364","1,348","2,772",203,"1,092",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1251,서울역,4,0,763,11,"1,187","8,055","2,200","17,813","3,805","53,440","2,261","13,696","2,254","8,475","2,561","6,991","3,453","8,594","4,468","4,023","5,414","3,814","6,593","3,742","9,246","3,787","15,007","8,036","33,195","7,148","10,506","5,493","12,296","2,326","5,131","1,535","1,535",212,"2,892","1,741",2,148,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1252,신촌,0,0,260,13,391,"1,254",450,"2,876",830,"9,774",625,"3,669",622,"3,035",735,"1,961","1,243","2,859","1,227","1,552","1,605","1,521","1,797","1,145","2,797","1,100","4,628","2,620","4,996","3,049","2,255","1,926","2,096",721,"2,173",489,"2,121",235,986,480,2,82,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1261,효창공원앞,3,0,695,244,"2,183","1,914","5,033","4,615","6,641","17,253","4,776","10,010","3,328","5,670","3,329","4,163","3,786","3,931","4,228","3,920","3,982","3,925","4,913","3,562","6,749","4,231","7,385","4,844","14,052","7,344","7,335","5,902","4,400","4,245","3,865","4,153","3,102","4,240","1,433","2,817",116,651,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1262,공덕,28,0,844,147,"2,124","1,757","5,916","7,402","6,676","20,291","5,488","8,575","5,252","3,741","5,013","3,628","5,141","3,953","5,428","3,407","5,174","3,957","5,499","3,823","6,085","4,519","8,630","5,686","18,978","8,077","8,511","5,790","6,575","3,978","6,729","4,054","5,216","3,568","2,755","2,308",305,682,2,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1263,서강대,0,0,591,241,"1,739","2,038","2,843","5,098","3,629","9,401","3,154","6,928","2,781","6,503","2,678","4,329","3,058","4,165","3,736","4,324","3,819","3,992","4,441","3,386","6,299","3,583","6,809","4,620","7,689","5,034","4,808","4,030","4,858","2,633","5,955","2,540","5,386","1,924","2,387","1,459",212,370,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1264,홍대입구,31,0,764,153,"1,008",791,"1,675","2,599","2,275","6,343","1,681","6,534","1,799","4,399","1,550","4,020","2,079","5,318","2,450","5,360","3,146","5,238","4,028","5,399","4,410","5,475","5,661","6,674","7,513","8,066","5,858","6,125","5,625","3,895","7,031","3,165","8,127","2,364","4,176","2,175",299,533,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1265,가좌,12,1,"3,088",336,"8,288","3,547","21,806","3,870","27,000","9,321","13,721","9,156","10,281","7,710","8,854","6,110","9,384","8,225","8,551","8,236","7,941","8,721","8,405","9,904","9,818","11,347","10,499","13,501","10,803","17,422","6,795","15,993","5,434","9,844","4,334","8,701","3,311","6,380","1,430","6,014",68,"1,198",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1266,디지털미디어시티,1,0,"1,052",319,"2,473","1,377","7,463","2,595","7,648","4,818","4,465","4,555","3,600","3,001","3,374","2,803","3,253","2,952","3,256","3,150","3,311","2,997","3,764","3,141","4,446","4,060","5,309","4,888","6,100","7,751","3,436","6,305","2,788","3,935","2,568","3,964","2,183","3,582","1,347","2,699",123,677,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1267,수색,0,0,898,327,"1,609","4,363","2,592","4,997","3,080","17,765","2,847","9,832","2,326","4,447","2,495","2,752","2,677","2,850","3,045","3,628","3,096","2,817","3,238","2,748","5,080","3,352","8,113","3,653","15,432","3,317","6,147","2,356","3,657","1,783","2,958","1,513","2,291","1,124",981,912,37,304,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1268,화전,0,0,572,503,"1,648","1,567","3,865","2,710","6,486","11,941","3,927","12,232","4,285","14,768","4,752","5,265","5,732","4,221","5,919","7,367","7,137","4,192","7,201","3,436","12,025","4,463","11,172","3,866","10,899","4,540","6,179","4,373","4,514","3,748","3,900","2,954","2,800","3,144","2,101","3,125",150,"1,699",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1269,강매,0,0,"2,113",260,"6,710","1,048","20,183","1,194","18,760","3,955","8,981","1,700","5,893","1,391","4,602","1,774","4,267","1,907","3,928","2,635","3,128","2,960","3,001","4,018","2,890","5,057","3,328","6,807","4,004","9,914","1,888","11,931","1,266","6,976","1,122","6,509",613,"6,006",325,"4,323",22,"1,810",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1270,행신,0,0,"3,929","1,309","14,523","5,767","47,326","5,719","39,262","11,577","19,364","7,726","14,268","5,408","14,309","6,534","12,780","8,319","11,182","9,488","9,278","9,156","8,674","11,413","10,894","15,125","13,522","20,541","12,292","37,465","7,828","35,014","7,273","16,870","6,394","17,156","6,397","15,730","2,929","11,028",629,"4,378",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1271,능곡,1,0,"2,878",509,"8,024","2,750","18,853","3,441","19,130","7,718","11,017","4,744","7,516","4,001","6,756","4,186","6,431","4,359","6,514","4,655","5,302","5,396","5,175","6,324","5,888","7,197","6,796","9,921","7,052","12,480","4,149","12,260","3,046","7,612","2,855","7,430","1,780","6,914",794,"4,892",69,"2,656",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1272,곡산,2,1,269,247,782,784,"1,951","1,584","1,949","3,256","1,352",897,786,835,913,895,891,836,910,764,"1,094",996,"1,145",797,"1,260","1,000","1,836","1,014","2,333","1,975",882,"1,415",667,883,457,807,309,725,141,380,12,149,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1273,백마,1,0,"3,956","1,219","16,977","3,086","40,709","7,998","32,011","13,632","19,218","6,763","12,869","5,514","11,058","4,937","11,274","6,481","9,466","7,172","8,406","8,153","8,983","9,929","9,949","13,039","11,499","14,555","14,022","26,931","6,589","26,779","4,736","17,240","4,481","15,071","4,163","15,157","1,303","10,358",140,"2,791",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1274,풍산,2,0,"4,062",363,"11,351","2,766","27,464","4,861","22,438","8,104","15,630","6,375","10,295","5,314","8,963","6,283","9,115","6,413","8,282","6,593","7,870","7,044","8,486","8,011","8,752","10,071","9,884","12,639","9,145","19,639","5,556","18,471","4,784","13,362","5,111","11,516","3,705","10,337","1,378","8,312",161,"2,207",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1275,일산,11,3,"7,813","1,028","23,632","3,656","57,461","8,292","41,703","20,703","25,858","9,698","17,024","7,790","16,266","8,726","15,659","10,308","13,846","12,846","12,798","13,226","13,234","14,909","14,843","19,396","16,279","23,913","14,175","36,221","8,368","38,700","6,614","23,919","5,675","21,464","4,874","20,186","1,610","11,893",309,"5,751",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1276,탄현,22,2,"5,980",755,"18,384","3,251","47,432","6,829","31,836","11,081","19,119","8,031","14,869","5,459","13,404","6,033","12,345","7,824","10,932","8,220","10,348","9,427","10,694","11,803","11,790","14,025","12,184","21,081","12,987","28,862","7,560","35,326","6,247","20,162","5,866","18,223","4,905","16,361","1,941","9,158",255,"6,812",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1277,야당,17,0,"4,123",276,"13,016","3,379","25,007","4,717","23,970","8,177","13,099","6,560","10,158","4,020","8,890","4,781","8,183","5,170","7,297","5,808","6,892","6,546","7,305","8,159","8,591","10,089","9,846","15,556","8,907","19,528","5,796","20,385","4,715","11,469","4,608","12,556","3,978","11,064","1,660","6,660",279,"4,167",0,2,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1278,운정,28,1,"3,639",285,"17,470","4,143","33,045","6,233","29,515","9,297","15,673","5,197","12,507","4,646","10,134","5,293","9,818","6,393","8,583","6,309","7,701","7,410","7,796","9,188","9,387","12,251","10,475","18,046","9,868","22,095","5,655","22,998","4,263","12,838","3,498","13,776","2,620","12,432",764,"7,730",97,"3,887",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1279,금릉,43,0,"3,362",270,"8,999","2,343","20,713","5,664","16,518","10,537","11,756","6,353","9,139","5,278","8,294","4,495","8,815","5,159","8,358","6,449","7,320","6,902","7,024","8,911","7,958","10,540","9,618","14,762","10,709","17,158","6,074","17,774","5,144","9,216","4,718","9,662","4,224","9,031","1,252","6,929",168,"3,433",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1280,금촌,44,0,"4,175",306,"11,944","4,971","25,217","11,895","26,399","18,162","16,912","12,230","13,790","9,991","12,755","9,349","13,683","11,305","14,179","10,802","12,007","11,607","12,572","13,223","14,706","15,858","16,073","19,224","19,570","21,782","10,763","22,437","7,843","12,633","6,264","12,686","4,378","10,628","1,340","7,960",219,"3,843",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1282,월롱,27,0,507,12,949,"4,875","2,805","12,427","3,177","17,020","2,740","7,567","2,251","3,951","2,848","2,238","4,470","4,204","4,153","2,747","3,503","2,184","6,639","2,025","9,571","2,442","13,037","3,159","17,483","3,379","6,328","3,429","4,872","3,128","2,755","3,596","1,267","3,054",336,"2,968",8,"1,243",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1283,파주,156,0,"1,001",23,"1,785",703,"3,750","3,186","4,592","11,738","2,789","6,863","2,548","4,065","3,123","1,738","4,272","2,777","3,177","3,094","2,634","1,547","5,574","1,705","7,930","1,794","10,057","1,931","7,511","2,023","2,880","2,212","1,849","1,688","2,145","1,424","1,044","1,644",239,"1,177",9,486,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1284,문산,"1,110",5,"3,649",15,"10,053","3,933","21,264","8,823","22,848","16,595","14,919","8,647","11,814","9,361","10,881","8,876","11,598","9,215","11,273","9,176","11,178","8,879","11,096","12,752","12,866","13,015","15,318","13,453","14,641","18,784","7,417","17,811","5,924","12,995","4,907","10,612","2,828","8,344",465,"7,008",0,"4,920",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1291,서울역,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1294,디지털미디어시티,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,1,0,3,0,1,0,2,0,0,0,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1296,계양,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1311,신내,4,0,488,268,"1,385",930,"3,018","4,026","3,108","3,178","1,808","1,192","1,476","1,165","1,207",996,"1,340","1,025","1,300","1,047","1,167","1,535","1,264","1,450","2,024","1,592","1,788","2,160","2,029","2,879","1,277","2,137",892,"1,300",862,"1,020",685,918,341,386,4,128,1,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1312,갈매,9,0,"1,851",409,"4,033","1,617","17,539","2,963","12,622","6,193","7,952","2,460","4,473","2,825","3,239","2,088","3,635","2,236","3,185","2,483","3,246","3,083","3,360","4,222","3,952","3,897","5,072","5,670","5,289","6,908","2,876","12,068","2,065","6,199","2,737","3,583","1,555","4,570",657,"2,786",13,"1,063",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1313,별내,41,0,"1,066",926,"2,925","2,392","10,031","4,480","9,770","8,027","5,778","4,963","4,530","3,408","3,715","3,266","4,160","3,691","4,229","3,198","4,116","4,253","4,820","4,987","5,788","4,715","6,841","6,733","6,862","7,203","3,619","8,622","3,284","5,000","2,983","3,254","2,572","3,493","1,230","2,257",41,480,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1314,퇴계원,7,0,"2,779",761,"6,285","1,938","23,141","3,900","16,807","6,220","12,271","3,011","7,981","3,195","5,856","3,191","6,278","3,565","5,445","3,932","4,366","5,026","4,509","5,738","4,820","7,229","5,649","9,231","6,645","15,682","4,038","12,420","2,531","8,882","2,290","6,721","1,605","7,128",705,"4,460",57,"1,262",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1315,사릉,33,0,"2,296",978,"6,813","2,555","21,067","6,611","17,894","7,887","10,049","3,865","7,323","3,476","5,374","3,248","5,377","3,039","5,408","3,693","4,349","4,397","4,496","4,302","4,639","7,812","6,723","7,841","8,322","12,266","3,737","16,158","2,331","7,115","1,948","7,582","1,368","7,568",580,"4,475",35,"1,267",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1316,금곡,9,0,"1,411",375,"2,839","1,249","6,937","2,151","6,656","5,199","4,025","2,726","3,643","2,304","2,859","1,855","3,206","2,264","2,899","2,161","2,462","2,637","3,006","2,713","2,705","3,723","3,194","3,876","4,186","4,755","1,780","4,956","1,096","2,308",845,"2,674",807,"2,361",275,"1,715",16,435,0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1317,평내호평,533,2,"5,972","1,144","10,382","3,423","31,695","4,749","25,472","10,644","15,366","7,643","12,494","6,725","9,737","5,740","10,812","8,093","9,230","7,704","8,169","10,691","8,889","10,082","9,075","11,456","10,898","20,610","10,514","19,618","6,575","24,913","5,528","12,790","5,203","11,839","4,651","10,395","2,018","8,904",65,"3,392",0,0,0,0,0,0,2019-06-03 10:56:25
2019-05,경춘선,1318,천마산,17,0,"1,433",271,"4,151",735,"9,484","1,779","7,992","1,714","6,140","1,659","4,283","1,817","3,156","1,638","3,244","2,139","2,610","2,172","2,309","2,800","2,135","3,328","2,226","3,166","2,153","4,779","2,512","5,478","1,168","5,920",895,"4,334",749,"3,726",495,"2,471",187,"1,781",6,570,0,0,0,0,0,0,2019-06-03 10:56:25
